,Score_date,Business Type,Main Category,Checking Result (Sub Category),Background detail- ID,Team/Category
66971,2025-08-07,AFI,Customer,Not meet expectation,Can't pay Akulaku Paylater bills via OVO,Installment/Payment Gateway
66972,2025-08-07,AFI,Customer,Not meet expectation,Payment akulaku paylater is not appropriate,Akulaku Paylater
66973,2025-08-07,AFI,Customer,Not meet expectation,Payment akulaku paylater is not appropriate,Akulaku Paylater
66974,2025-08-07,AFI,Customer,Not meet expectation,Postponement of bill payments,Collection
66975,2025-08-07,AFI,Customer,Not meet expectation,Postponement of bill payments,Collection
66976,2025-08-07,AFI,Customer,Not meet expectation,Transfer transaction has not been updated,Installment/Payment Gateway
66977,2025-08-07,AFI,Customer,Not meet expectation,Changes to due date,Collection
66978,2025-08-07,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
66979,2025-08-07,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
66980,2025-08-07,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
66981,2025-08-07,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
66982,2025-08-07,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
66983,2025-08-07,AFI,Customer,Not meet expectation,Failure to pay,Installment/Payment Gateway
66984,2025-08-07,AFI,Customer,Not meet expectation,Failure to pay,Installment/Payment Gateway
66985,2025-08-07,AFI,Customer,Not meet expectation,Time to pay bills,Installment/Payment Gateway
66986,2025-08-07,AFI,Customer,Not meet expectation,How to pay a bill,Collection
66987,2025-08-07,AFI,Customer,Not meet expectation,Definition of maturity,Installment/Payment Gateway
66988,2025-08-07,AFI,Customer,Not meet expectation,Installment Bill Next Month has not yet appeared,Installment/Payment Gateway
66989,2025-08-07,AFI,Customer,Not meet expectation,Pay bills using gopay,Installment/Payment Gateway
66990,2025-08-07,AFI,Customer,Not meet expectation,Pay bills using gopay,Installment/Payment Gateway
66991,2025-08-07,AFI,Customer,Not meet expectation,Definition of Akulaku Paylater,Akulaku Paylater
66992,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
66993,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
66994,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
66995,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
66996,2025-08-08,ASI,Customer,Not meet expectation,Delivery receipt number does not appear shipping process information,Merchant Online
66997,2025-08-08,ASI,Customer,Not meet expectation,Official Store Products - Check Successful Transaction Status Orders,Produk Official Store
66998,2025-08-08,ASI,Customer,Not meet expectation,Change Emergency Contact Number,Data Update
66999,2025-08-08,ASI,Customer,Not meet expectation,How to change the password/forget the password,Data Update
67000,2025-08-08,ASI,Customer,Not meet expectation,Haven't received a refund balance,Refund
67001,2025-08-08,ASI,Customer,Not meet expectation,How to process refund,Refund
67002,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67003,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67004,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67005,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67006,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67007,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67008,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67009,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67010,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67011,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67012,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67013,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67014,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67015,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67016,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67017,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67018,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67019,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67020,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67021,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67022,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67023,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67024,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67025,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67026,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67027,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67028,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67029,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67030,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67031,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67032,2025-08-08,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
67033,2025-08-08,ASI,Customer,Not meet expectation,The quota has not been received,Voucher
67034,2025-08-08,ASI,Customer,Not meet expectation,Flexi Fund Product loan constraints,Loan
67035,2025-08-08,ASI,Customer,Not meet expectation,Help ACC loan application,Loan
67036,2025-08-08,ASI,Customer,Not meet expectation,Help ACC loan application,Loan
67037,2025-08-08,ASI,Customer,Not meet expectation,Submission of Loans No Bank Dana Options,Loan
67038,2025-08-08,ASI,Customer,Not meet expectation,loan limit reduced,Loan
67039,2025-08-08,ASI,Customer,Not meet expectation,loan limit reduced,Loan
67040,2025-08-08,ASI,Customer,Not meet expectation,loan limit reduced,Loan
67041,2025-08-08,AFI,Customer,Not meet expectation,Check credit points,Submission of Limit/Credit Points
67042,2025-08-08,ASI,Customer,Not meet expectation,Loan application break after being rejected,Loan
67043,2025-08-08,ASI,Customer,Not meet expectation,"Already paid the loan bill, but it still appears",Loan
67044,2025-08-08,AFI,Customer,Not meet expectation,How to check bill payment history,Installment/Payment Gateway
67045,2025-08-08,ASI,Customer,Not meet expectation,"Already paid the loan bill, but can't apply for a loan",Loan
67046,2025-08-08,ASI,Customer,Not meet expectation,"Already paid the loan bill, but can't apply for a loan",Loan
67047,2025-08-08,ASI,Customer,Not meet expectation,"Already paid the loan bill, but can't apply for a loan",Loan
67048,2025-08-08,ASI,Customer,Not meet expectation,"Already paid the loan bill, but can't apply for a loan",Loan
67049,2025-08-08,ASI,Customer,Not meet expectation,Unable to pay loan,Loan
67050,2025-08-08,ASI,Customer,Not meet expectation,Unable to pay loan,Loan
67051,2025-08-08,ASI,Customer,Not meet expectation,Unable to pay loan,Loan
67052,2025-08-08,ASI,Customer,Not meet expectation,Cannot apply for a loan again,Loan
67053,2025-08-08,ASI,Customer,Not meet expectation,Cannot apply for a loan again,Loan
67054,2025-08-08,ASI,Customer,Not meet expectation,Cash loans are not possible,Loan
67055,2025-08-08,ASI,Customer,Not meet expectation,Unable to pay loan via BCA,Loan
67056,2025-08-08,ASI,Customer,Not meet expectation,Unable to pay loan via BCA,Loan
67057,2025-08-08,ASI,Customer,Not meet expectation,Applying for a loan via Allo Bank is not possible,Loan
67058,2025-08-08,ASI,Customer,Not meet expectation,Extend Loan Due Date,Loan
67059,2025-08-08,AFI,Customer,Not meet expectation,Please approve Paylater,Submission of Limit/Credit Points
67060,2025-08-08,AFI,Customer,Not meet expectation,Please approve Paylater,Submission of Limit/Credit Points
67061,2025-08-08,AFI,Customer,Not meet expectation,Credit Score Check,Submission of Limit/Credit Points
67062,2025-08-08,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
67063,2025-08-08,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
67064,2025-08-08,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
67065,2025-08-08,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
67066,2025-08-08,AFI,Customer,Not meet expectation,Understanding credit points,Submission of Limit/Credit Points
67067,2025-08-08,ASI,Customer,Not meet expectation,Online Merchant - Wrong Input Tenor,Merchant Online
67068,2025-08-08,ASI,Customer,Not meet expectation,Loan application verification status,Loan
67069,2025-08-08,ASI,Customer,Not meet expectation,Loan limit decreases,Loan
67070,2025-08-08,ASI,Customer,Not meet expectation,Loan limit decreases,Loan
67071,2025-08-08,AFI,Customer,Not meet expectation,How to pay installment bills,Installment/Payment Gateway
67072,2025-08-08,AFI,Customer,Not meet expectation,How to pay installment bills,Installment/Payment Gateway
67073,2025-08-08,AFI,Customer,Not meet expectation,How to pay with Akulaku Paylater,Akulaku Paylater
67074,2025-08-08,AFI,Customer,Not meet expectation,How to pay with Akulaku Paylater,Akulaku Paylater
67075,2025-08-08,AFI,Customer,Not meet expectation,Number of Tenor Akulaku Paylater,Akulaku Paylater
67076,2025-08-08,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
67077,2025-08-08,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
67078,2025-08-08,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
67079,2025-08-08,AFI,Customer,Not meet expectation,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
67080,2025-08-08,AFI,Customer,Not meet expectation,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
67081,2025-08-08,ASI,Customer,Not meet expectation,Loan simultaneously,Loan
67082,2025-08-08,ASI,Customer,Not meet expectation,Change the loan tenor,Loan
67083,2025-08-08,ASI,Customer,Not meet expectation,Cannot apply for a Dana Cicil,Loan
67084,2025-08-08,ASI,Customer,Not meet expectation,How to check the due loan,Loan
67085,2025-08-08,ASI,Customer,Not meet expectation,Loan Disbursement with E-Wallet,Loan
67086,2025-08-08,ASI,Customer,Not meet expectation,Loan funds have not been received,Loan
67087,2025-08-08,ASI,Customer,Not meet expectation,Loan funds have not been received,Loan
67088,2025-08-08,ASI,Customer,Not meet expectation,Can't make loans,Loan
67089,2025-08-08,ASI,Customer,Not meet expectation,Can't submit a loan,Loan
67090,2025-08-08,ASI,Customer,Not meet expectation,Can't submit a loan,Loan
67091,2025-08-08,ASI,Customer,Not meet expectation,Can't submit a loan,Loan
67092,2025-08-08,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
67093,2025-08-08,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
67094,2025-08-08,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
67095,2025-08-08,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
67096,2025-08-08,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
67097,2025-08-08,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
67098,2025-08-08,ASI,Customer,Not meet expectation,Loan status has not been successful,Loan
67099,2025-08-08,AFI,Customer,Not meet expectation,Tiktok transaction constraints using Akulaku,Submission of Limit/Credit Points
67100,2025-08-08,ASI,Customer,Not meet expectation,Loan application tenor,Loan
67101,2025-08-08,ASI,Customer,Not meet expectation,Loan application back after the bill is paid off,Loan
67102,2025-08-08,ASI,Customer,Not meet expectation,Loan application back after the bill is paid off,Loan
67103,2025-08-08,ASI,Customer,Not meet expectation,Loan application back after the bill is paid off,Loan
67104,2025-08-08,AFI,Customer,Not meet expectation,Not getting a credit limit,Submission of Limit/Credit Points
67105,2025-08-08,ASI,Customer,Not meet expectation,"Failed loan, previously successful",Loan
67106,2025-08-08,ASI,Customer,Not meet expectation,"Failed loan, previously successful",Loan
67107,2025-08-08,ASI,Customer,Not meet expectation,Account is permanently frozen and wants to apply for loan,Loan
67108,2025-08-08,AFI,Customer,Not meet expectation,Paylater submission failed,Submission of Limit/Credit Points
67109,2025-08-08,AFI,Customer,Not meet expectation,Paylater submission failed,Submission of Limit/Credit Points
67110,2025-08-08,AFI,Customer,Not meet expectation,Paylater submission failed,Submission of Limit/Credit Points
67111,2025-08-08,AFI,Customer,Not meet expectation,Paylater submission failed,Submission of Limit/Credit Points
67112,2025-08-08,AFI,Customer,Not meet expectation,Paylater has been paid off but the bill appears,Submission of Limit/Credit Points
67113,2025-08-08,ASI,Customer,Not meet expectation,Already paid off the loan but the bill appeared,Loan
67114,2025-08-08,ASI,Customer,Not meet expectation,The limit did not increase after paying the installment bill,Loan
67115,2025-08-08,ASI,Customer,Not meet expectation,Want a loan application,Loan
67116,2025-08-08,ASI,Customer,Not meet expectation,Want a loan application,Loan
67117,2025-08-08,ASI,Customer,Not meet expectation,Check the remaining installment fund bill,Loan
67118,2025-08-08,ASI,Customer,Not meet expectation,Loan limit does not rise,Loan
67119,2025-08-08,ASI,Customer,Not meet expectation,Loan limit does not rise,Loan
67120,2025-08-08,ASI,Customer,Not meet expectation,Loans do not pass verification,Loan
67121,2025-08-08,ASI,Customer,Not meet expectation,Loans do not pass verification,Loan
67122,2025-08-08,ASI,Customer,Not meet expectation,Loans do not pass verification,Loan
67123,2025-08-08,ASI,Customer,Not meet expectation,Installment loan application constraints,Loan
67124,2025-08-08,ASI,Customer,Not meet expectation,"Can not be a loan, while the limit is available",Loan
67125,2025-08-08,ASI,Customer,Not meet expectation,Constraints of Bank Name Input for Loans,Loan
67126,2025-08-08,ASI,Customer,Not meet expectation,How to pay a loan bill,Loan
67127,2025-08-08,ASI,Customer,Not meet expectation,How to pay a loan bill,Loan
67128,2025-08-08,ASI,Customer,Not meet expectation,"On time paying loans, but can't borrow",Loan
67129,2025-08-08,ASI,Customer,Not meet expectation,"On time paying loans, but can't borrow",Loan
67130,2025-08-08,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
67131,2025-08-08,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
67132,2025-08-08,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
67133,2025-08-08,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
67134,2025-08-08,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
67135,2025-08-08,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
67136,2025-08-08,AFI,Customer,Not meet expectation,Credit limit is less than income,Submission of Limit/Credit Points
67137,2025-08-08,AFI,Customer,Not meet expectation,The status of submitting the Akulaku limit has not been verified,Submission of Limit/Credit Points
67138,2025-08-08,AFI,Customer,Not meet expectation,Use the limit after the Paylater Akulaku Limit runs out,Akulaku Paylater
67139,2025-08-08,AFI,Customer,Not meet expectation,"Having a loan on another platform, cannot be a limit transaction",Submission of Limit/Credit Points
67140,2025-08-08,ASI,Customer,Not meet expectation,Application login constraints,Bug
67141,2025-08-08,ASI,Customer,Not meet expectation,Facial verification constraints,Bug
67142,2025-08-08,ASI,Customer,Not meet expectation,Facial verification constraints,Bug
67143,2025-08-08,AFI/ASI,Customer,Issue not clear,Akulaku's office location,No Category
67144,2025-08-08,AFI/ASI,Customer,Issue not clear,Akulaku's office location,No Category
67145,2025-08-08,AFI/ASI,Customer,Issue not clear,Customer service number,No Category
67146,2025-08-08,AFI/ASI,Customer,Issue not clear,Customer service number,No Category
67147,2025-08-08,AFI,Customer,Not meet expectation,Submission to unblock the account,Account Security
67148,2025-08-08,AFI,Customer,Not meet expectation,Fines charged for Akulaku In-Store Installment bills,Akulaku Paylater
67149,2025-08-08,AFI,Customer,Not meet expectation,Understanding Scan features,Akulaku Paylater
67150,2025-08-08,AFI,Customer,Not meet expectation,How to Shop in Shopee Use Akulaku,Akulaku Paylater
67151,2025-08-08,AFI,Customer,Not meet expectation,How to activate the qris feature,Akulaku Paylater
67152,2025-08-08,AFI,Customer,Not meet expectation,Funds - How to Pay Bill,Akulaku Paylater
67153,2025-08-08,AFI/ASI,Customer,Issue not clear,Customer service complaints,No Category
67154,2025-08-08,AFI/ASI,Customer,Issue not clear,Customer service complaints,No Category
67155,2025-08-08,AFI,Customer,Not meet expectation,The problem is not being able to pay installment funds with GoPay,Installment/Payment Gateway
67156,2025-08-08,AFI,Customer,Not meet expectation,Cannot pay Akulaku paylater bill via BCA,Installment/Payment Gateway
67157,2025-08-08,AFI,Customer,Not meet expectation,Cannot pay Akulaku paylater bill via BCA,Installment/Payment Gateway
67158,2025-08-08,AFI,Customer,Not meet expectation,Cannot pay Akulaku paylater bill via BCA,Installment/Payment Gateway
67159,2025-08-08,AFI,Operational,Answers are out of sync,Cannot pay VA MANDIRI,Installment/Payment Gateway
67160,2025-08-08,AFI,Customer,Not meet expectation,Cannot pay VA MANDIRI,Installment/Payment Gateway
67161,2025-08-08,AFI,Customer,Not meet expectation,Cannot pay VA MANDIRI,Installment/Payment Gateway
67162,2025-08-08,AFI,Customer,Not meet expectation,"Failed payment, credit limit has not returned",Installment/Payment Gateway
67163,2025-08-08,AFI,Customer,Not meet expectation,Payment akulaku paylater is not appropriate,Akulaku Paylater
67164,2025-08-08,AFI,Customer,Not meet expectation,How to pay the remaining bill,Installment/Payment Gateway
67165,2025-08-08,AFI,Customer,Not meet expectation,Postponement of bill payments,Collection
67166,2025-08-08,AFI,Customer,Not meet expectation,Postponement of bill payments,Collection
67167,2025-08-08,AFI,Customer,Not meet expectation,Postponement of bill payments,Collection
67168,2025-08-08,AFI,Customer,Not meet expectation,Changes to due date,Collection
67169,2025-08-08,AFI,Customer,Not meet expectation,Changes to due date,Collection
67170,2025-08-08,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
67171,2025-08-08,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
67172,2025-08-08,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
67173,2025-08-08,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
67174,2025-08-08,AFI,Customer,Not meet expectation,Failure to pay,Installment/Payment Gateway
67175,2025-08-08,AFI,Customer,Not meet expectation,Failure to pay,Installment/Payment Gateway
67176,2025-08-08,AFI,Customer,Not meet expectation,Failure to pay,Installment/Payment Gateway
67177,2025-08-08,AFI,Customer,Not meet expectation,Pay method cannot be chosen,Installment/Payment Gateway
67178,2025-08-08,AFI,Customer,Not meet expectation,Pay method cannot be chosen,Installment/Payment Gateway
67179,2025-08-08,AFI,Customer,Not meet expectation,Payment constraints with OVO,Installment/Payment Gateway
67180,2025-08-08,AFI,Customer,Not meet expectation,OVO payment is unsuccessful,Installment/Payment Gateway
67181,2025-08-08,AFI,Customer,Not meet expectation,Time to pay bills,Installment/Payment Gateway
67182,2025-08-08,AFI,Customer,Not meet expectation,How to check the bill,Installment/Payment Gateway
67183,2025-08-08,AFI,Customer,Not meet expectation,How to check the bill,Installment/Payment Gateway
67184,2025-08-08,ASI,Customer,Not meet expectation,Big day fine,Loan
67185,2025-08-08,ASI,Customer,Not meet expectation,Repayment of loan bills,Loan
67186,2025-08-08,AFI,Customer,Not meet expectation,Pay for Bill without Interest,Installment/Payment Gateway
67187,2025-08-09,ASI,Customer,Not meet expectation,Check the remaining loan bill,Loan
67188,2025-08-09,ASI,Customer,Not meet expectation,Can't make loans,Loan
67189,2025-08-09,ASI,Customer,Not meet expectation,Can't submit a loan,Loan
67190,2025-08-09,ASI,Customer,Not meet expectation,Can't submit a loan,Loan
67191,2025-08-09,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
67192,2025-08-09,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
67193,2025-08-09,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
67194,2025-08-09,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
67195,2025-08-09,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
67196,2025-08-09,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
67197,2025-08-09,ASI,Customer,Not meet expectation,Loan status has not been successful,Loan
67198,2025-08-09,ASI,Customer,Not meet expectation,Loan status has not been successful,Loan
67199,2025-08-09,ASI,Customer,Not meet expectation,Loan status has not been successful,Loan
67200,2025-08-09,ASI,Customer,Not meet expectation,Loan status has not been successful,Loan
67201,2025-08-09,ASI,Customer,Not meet expectation,Loan application tenor,Loan
67202,2025-08-09,ASI,Customer,Not meet expectation,"Can not be a loan, the issue of credit quality",Loan
67203,2025-08-09,ASI,Customer,Not meet expectation,The loan is rejected notif not paying on time,Loan
67204,2025-08-09,ASI,Customer,Not meet expectation,Loan application back after the bill is paid off,Loan
67205,2025-08-09,AFI,Operational,Answers are out of sync,Not getting a credit limit,Submission of Limit/Credit Points
67206,2025-08-09,AFI,Customer,Not meet expectation,Not getting a credit limit,Submission of Limit/Credit Points
67207,2025-08-09,AFI,Customer,Not meet expectation,Not getting a credit limit,Submission of Limit/Credit Points
67208,2025-08-09,ASI,Customer,Not meet expectation,"Failed loan, previously successful",Loan
67209,2025-08-09,ASI,Customer,Not meet expectation,"Failed loan, previously successful",Loan
67210,2025-08-09,AFI,SOP Improvement,FAQ not yet available,Paylater submission failed,Submission of Limit/Credit Points
67211,2025-08-09,AFI,SOP Improvement,FAQ not yet available,Paylater submission failed,Submission of Limit/Credit Points
67212,2025-08-09,AFI,Customer,Not meet expectation,Paylater submission failed,Submission of Limit/Credit Points
67213,2025-08-09,ASI,Customer,Not meet expectation,Want a loan application,Loan
67214,2025-08-09,ASI,Customer,Not meet expectation,Want a loan application,Loan
67215,2025-08-09,ASI,Customer,Not meet expectation,Check the remaining installment fund bill,Loan
67216,2025-08-09,ASI,Customer,Not meet expectation,Loan limit does not rise,Loan
67217,2025-08-09,ASI,Customer,Not meet expectation,Loan limit does not rise,Loan
67218,2025-08-09,ASI,Customer,Not meet expectation,Loans do not pass verification,Loan
67219,2025-08-09,ASI,Customer,Not meet expectation,Installment loan application constraints,Loan
67220,2025-08-09,ASI,Customer,Not meet expectation,Installment loan application constraints,Loan
67221,2025-08-09,ASI,Customer,Not meet expectation,How to pay a loan bill,Loan
67222,2025-08-09,ASI,Customer,Not meet expectation,How to pay a loan bill,Loan
67223,2025-08-09,ASI,Customer,Not meet expectation,"On time paying loans, but can't borrow",Loan
67224,2025-08-09,ASI,Customer,Not meet expectation,"On time paying loans, but can't borrow",Loan
67225,2025-08-09,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
67226,2025-08-09,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
67227,2025-08-09,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
67228,2025-08-09,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
67229,2025-08-09,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
67230,2025-08-09,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
67231,2025-08-09,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
67232,2025-08-09,ASI,Customer,Not meet expectation,"Loans are approved, funds have not entered",Loan
67233,2025-08-09,ASI,Customer,Not meet expectation,Failure to send an address was not found,Merchant Online
67234,2025-08-09,AFI,Customer,Not meet expectation,Not due but contacted,Collection
67235,2025-08-09,AFI,Customer,Not meet expectation,Constraints Pay Bill Through Neo Bank,Collection
67236,2025-08-09,AFI/ASI,Customer,Issue not clear,Akulaku's office location,No Category
67237,2025-08-09,AFI/ASI,Customer,Issue not clear,Customer service number,No Category
67238,2025-08-09,AFI/ASI,Customer,Issue not clear,Customer service number,No Category
67239,2025-08-09,AFI/ASI,Customer,Issue not clear,Customer service number,No Category
67240,2025-08-09,AFI,Customer,Not meet expectation,Cannot make transactions using In-Store Installment,Akulaku Paylater
67241,2025-08-09,AFI,SOP Improvement,FAQ not yet available,How to Shop in Shopee Use Akulaku,Akulaku Paylater
67242,2025-08-09,AFI,Customer,Not meet expectation,Can't use the barcode feature,Akulaku Paylater
67243,2025-08-09,AFI,Customer,Not meet expectation,How to activate the qris feature,Akulaku Paylater
67244,2025-08-09,AFI,Customer,Not meet expectation,Using Qris Akulaku Paylater,Akulaku Paylater
67245,2025-08-09,AFI,Customer,Not meet expectation,Using Qris Akulaku Paylater,Akulaku Paylater
67246,2025-08-09,AFI,Customer,Not meet expectation,How to submit akulaku paylater,Akulaku Paylater
67247,2025-08-09,AFI,Customer,Not meet expectation,How to submit akulaku paylater,Akulaku Paylater
67248,2025-08-09,AFI,Operational,Answers are out of sync,How to use offline payments,Akulaku Paylater
67249,2025-08-09,AFI,Customer,Not meet expectation,Cannot Payment Blibli,Akulaku Paylater
67250,2025-08-09,AFI/ASI,Customer,Issue not clear,Customer service complaints,No Category
67251,2025-08-09,AFI/ASI,Customer,Issue not clear,Customer service complaints,No Category
67252,2025-08-09,AFI/ASI,Customer,Issue not clear,Job Vacancy Information,No Category
67253,2025-08-09,AFI/ASI,Customer,Issue not clear,Job Vacancy Information,No Category
67254,2025-08-09,AFI/ASI,Customer,Issue not clear,WA CS Number,No Category
67255,2025-08-09,AFI,SOP Improvement,FAQ Revision Q&A ,Loan bill payments have not been updated,Installment/Payment Gateway
67256,2025-08-09,AFI,Customer,Not meet expectation,Cannot pay Akulaku paylater bill via BCA,Installment/Payment Gateway
67257,2025-08-09,AFI,Customer,Not meet expectation,Cannot pay Akulaku paylater bill via BCA,Installment/Payment Gateway
67258,2025-08-09,AFI,Customer,Not meet expectation,Cannot pay Akulaku paylater bill via BCA,Installment/Payment Gateway
67259,2025-08-09,AFI,Customer,Not meet expectation,Cannot pay VA MANDIRI,Installment/Payment Gateway
67260,2025-08-09,AFI,Customer,Not meet expectation,Cannot pay VA MANDIRI,Installment/Payment Gateway
67261,2025-08-09,ASI,Customer,Not meet expectation,Loan bill payment has not been received,Loan
67262,2025-08-09,AFI,SOP Improvement,FAQ not yet available,"Failed payment, credit limit has not returned",Installment/Payment Gateway
67263,2025-08-09,AFI,Customer,Not meet expectation,Payment akulaku paylater is not appropriate,Akulaku Paylater
67264,2025-08-09,AFI,Customer,Not meet expectation,Payment akulaku paylater is not appropriate,Akulaku Paylater
67265,2025-08-09,AFI,Customer,Not meet expectation,Payment akulaku paylater is not appropriate,Akulaku Paylater
67266,2025-08-09,ASI,Customer,Not meet expectation,Elimination of loan fines,Loan
67267,2025-08-09,AFI,Customer,Not meet expectation,Late payment of the bill,Collection
67268,2025-08-09,AFI,Customer,Not meet expectation,Postponement of bill payments,Collection
67269,2025-08-09,ASI,Customer,Not meet expectation,Loan bills do not appear,Loan
67270,2025-08-09,ASI,Customer,Not meet expectation,Loan bills do not appear,Loan
67271,2025-08-09,AFI,SOP Improvement,FAQ not yet available,Transfer transaction has not been updated,Installment/Payment Gateway
67272,2025-08-09,AFI,Customer,Not meet expectation,Already paid the down payment but the order has not yet appeared,Installment/Payment Gateway
67273,2025-08-09,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
67274,2025-08-09,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
67275,2025-08-09,AFI,SOP Improvement,FAQ not yet available,Can't make payments,Installment/Payment Gateway
67276,2025-08-09,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
67277,2025-08-09,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
67278,2025-08-09,AFI,Customer,Not meet expectation,Failure to pay,Installment/Payment Gateway
67279,2025-08-09,AFI,SOP Improvement,FAQ not yet available,Pay method cannot be chosen,Installment/Payment Gateway
67280,2025-08-09,AFI,Customer,Not meet expectation,Payment constraints with OVO,Installment/Payment Gateway
67281,2025-08-09,AFI,Customer,Not meet expectation,Pay bills using gopay,Installment/Payment Gateway
67282,2025-08-09,AFI,Customer,Not meet expectation,Constraints to Pay Installments in Indomaret Click,Installment/Payment Gateway
67283,2025-08-09,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
